"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id.x","transfermarkt_url","fbref_url","player_name.x.x","transfermarkt_id.y","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","status","transfermarkt_id.x.x","player_slug","home_name","dob_age.x","current","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","transfermarkt_id.y.y","player_name.x.x.x","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","explanation","nantional_team","player_name.y.y","matches_national","minutes_national","goals_national","seasons_national","total_matches_club","total_minutes_club","total_goals_club","seasons_club","clubs_club","player_name","deceased","death_date","death_age","total_matches_total","total_minutes_total","total_goals_total","position_clean","position_simple","age_current","retirement_date_clean","retirement_age","career_length"
23,"Ryan Babel","nl NED","FW,MF","Liverpool",23,1986-12-19,9,1,203,2.3,1,0,1,1,0,0,0,0,0.44,0,0.44,0.44,0.44,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16135,"https://www.transfermarkt.com/ryan-babel/profil/spieler/16135","https://fbref.com/en/players/6438d426/Ryan-Babel","Ryan Babel",16135,"1/2/2004","17 years 01 month 13 days","17","Eredivisie","13/08/2022","35","35","",17,"first scrap players","Ryan Babel","Success",16135,"spieler","Ryan Babel","19/12/1986",38,"Amsterdam","1,85 m","Netherlands  Suriname","Attack - Left Winger","right",NA,"Eyüpspor","9/11/2024","-",NA,23,516,113,"Yes","9/11/2024",NA,12,"first scrap players transfer",16135,"Ryan Babel",NA,"19-Dec-86",NA,185,"Netherlands","FW-MF (AM-WM, left)","Right","2003-2004","16 years","Ajax",2003,"first scrap players fbref","Yes","Ryan Babel",48,2509,6,10,539,34825,114,18,8,"Ryan Babel","No","Not found",NA,587,37334,120,"Attack - Left Winger","Attack",38,2024-11-09,37,20
24,"Leighton Baines","eng ENG","DF","Everton",25,1984-12-11,38,38,3420,38,5,11,16,2,3,3,4,0,0.13,0.29,0.42,0.05,0.34,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13507,"https://www.transfermarkt.com/leighton-baines/profil/spieler/13507","https://fbref.com/en/players/b18095b6/Leighton-Baines","Leighton Baines",13507,"14/08/2005","20 years 08 months 03 days","20","Premier League","1/11/2003","18","18","First Division (until 03/04)",18,"first scrap players","Leighton Baines","Success",13507,"spieler","Leighton Baines","11/12/1984",40,"Kirkby","1,70 m","England","Defender - Left-Back","left",NA,"Everton","27/07/2020","-","adidas",6,379,61,"Yes","27/07/2020",NA,4,"first scrap players transfer",13507,"Leighton Baines",NA,"11-Dec-84",NA,170,"England eng","DF (FB, left)","Left","2002-2003","17 years","Wigan Athletic",2002,"first scrap players fbref","Yes","Leighton Baines",16,1331,1,3,523,44104,35,18,2,"Leighton Baines","No","Not found",NA,539,45435,36,"Defender - Left-Back","Defender",40,2020-07-27,35,17
25,"Chris Baird","nir NIR","DF,MF","Fulham",28,1982-02-25,29,25,2383,26.5,2,1,3,2,0,0,5,0,0.08,0.04,0.11,0.08,0.11,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4115,"https://www.transfermarkt.com/chris-baird/profil/spieler/4115","https://fbref.com/en/players/55fd8c81/Chris-Baird","Chris Baird",4115,"22/03/2003","21 years 25 days","21","Premier League","27/09/2003","21","21","First Division (until 03/04)",21,"first scrap players","Chris Baird","Success",4115,"spieler","Chris Baird","25/02/1982",43,"Rasharkin","1,85 m","Northern Ireland","Midfield - Defensive Midfield","right",NA,"Derby","7/2/2019","-",NA,3,34,7,"Yes","7/2/2019",NA,3,"first scrap players transfer",4115,"Chris Baird",NA,"25-Feb-82",NA,179,"Northern Ireland nir","DF-MF (CB-FB)","Right","2002-2003","20 years","Southampton",2002,"first scrap players fbref","Yes","Chris Baird",53,4335,0,7,353,26536,7,15,8,"Chris Baird","No","Not found",NA,406,30871,7,"Midfield - Defensive Midfield","Midfield",43,2019-02-07,36,15
26,"Nathan Baker","eng ENG","DF","Aston Villa",19,1991-04-23,4,4,247,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62638,"https://www.transfermarkt.com/nathan-baker/profil/spieler/62638","https://fbref.com/en/players/b18af9e3/Nathan-Baker","Nathan Baker",62638,"25/01/2011","19 years 09 months 02 days","19","Premier League","26/11/2011","20","20","Championship",19,"first scrap players","Nathan Baker","Success",62638,"spieler","Nathan Baker","23/04/1991",34,"Worcester","1,89 m","England","Defender - Centre-Back","left",NA,"Bristol City","29/08/2022","-","Nike",8,888,90,"Yes","29/08/2022",NA,5,"first scrap players transfer",62638,"Nathan Baker",NA,"23-Apr-91",NA,191,"England eng","DF (CB-FB, left)","Left","2009-2010","18 years","Lincoln City",2009,"first scrap players fbref","No",NA,NA,NA,NA,NA,288,21692,5,13,4,"Nathan Baker","No","Not found",NA,288,21692,5,"Defender - Centre-Back","Defender",34,2022-08-29,31,12
27,"Gareth Bale","wls WAL","FW,MF","Tottenham",21,1989-07-16,30,29,2447,27.2,7,1,8,7,0,0,1,0,0.26,0.04,0.29,0.26,0.29,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39381,"https://www.transfermarkt.com/gareth-bale/profil/spieler/39381","https://fbref.com/en/players/a58bb1e1/Gareth-Bale","Gareth Bale",39381,"26/08/2007","18 years 01 month 10 days","18","Premier League","17/04/2006","16","16","Championship",16,"first scrap players","Gareth Bale","Success",39381,"spieler","Gareth Bale","16/07/1989",36,"Cardiff","1,86 m","Wales","Attack - Right Winger","left",NA,"LAFC","9/1/2023","-","adidas",43,1122,256,"Yes","9/1/2023",NA,15,"first scrap players transfer",39381,"Gareth Bale",NA,"16-Jul-89",NA,185,"Wales wls","FW-MF (AM-WM)","Left","2005-2006","16 years","Southampton",2005,"first scrap players fbref","Yes","Gareth Bale",96,7503,34,12,505,36962,171,18,4,"Gareth Bale","No","Not found",NA,601,44465,205,"Attack - Right Winger","Attack",36,2023-01-09,33,17
28,"Mario Balotelli","it ITA","FW","Manchester City",19,1990-08-12,17,12,1091,12.1,6,0,6,4,2,2,7,1,0.49,0,0.49,0.33,0.33,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45146,"https://www.transfermarkt.com/mario-balotelli/profil/spieler/45146","https://fbref.com/en/players/8ff07990/Mario-Balotelli","Mario Balotelli",45146,"16/12/2007","17 years 04 months 04 days","17","Serie A","30/12/2020","30","30","Serie B",17,"first scrap players","Mario Balotelli","Success",45146,"spieler","Mario Balotelli","12/8/1990",35,"Palermo","1,89 m","Italy  Ghana","Attack - Centre-Forward","right",NA,"Without Club","1/7/2025","-","Puma",36,906,135,"No",NA,NA,14,"first scrap players transfer",45146,"Mario Balotelli",NA,"12-Aug-90",NA,189,"Italy","FW","Right","2007-2008","16 years","Inter",2007,"first scrap players fbref","Yes","Mario Balotelli",23,1562,12,5,437,27078,174,18,11,"Mario Balotelli","No","Not found",NA,460,28640,186,"Attack - Centre-Forward","Attack",35,NA,NA,18
29,"Barry Bannan","sct SCO","MF","Aston Villa",20,1989-12-01,12,7,639,7.1,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61561,"https://www.transfermarkt.com/barry-bannan/profil/spieler/61561","https://fbref.com/en/players/9469fb13/Barry-Bannan","Barry Bannan",61561,"14/08/2010","20 years 08 months 14 days","20","Premier League","14/03/2009","19","19","Championship",19,"first scrap players","Barry Bannan","Success",61561,"spieler","Barry Bannan","1/12/1989",35,"Airdrie","1,69 m","Scotland","Midfield - Central Midfield","left",NA,"Sheff Wed","31/08/2015","30/06/2026",NA,1,77,18,"No",NA,10,1,"first scrap players transfer",61561,"Barry Bannan",NA,"December 1, 1989 (Age: 35-359d)","Airdrie, Scotland, United Kingdom",169,"Scotland sct","MF (AM-CM-DM, left)","Left","2008-2009","18 years","Derby County",2008,"first scrap players fbref","Yes","Barry Bannan",17,1144,0,6,599,46641,42,18,7,"Barry Bannan","No","Not found",NA,616,47785,42,"Midfield - Central Midfield","Midfield",36,NA,NA,17
30,"Alex Baptiste","eng ENG","DF","Blackpool",24,1986-01-31,21,19,1731,19.2,2,0,2,2,0,0,2,0,0.1,0,0.1,0.1,0.1,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16660,"https://www.transfermarkt.com/alex-baptiste/profil/spieler/16660","https://fbref.com/en/players/7b72f0b6/Alex-Baptiste","Alex Baptiste",16660,"14/08/2010","24 years 06 months 14 days","24","Premier League","22/11/2008","22","22","Championship",22,"first scrap players","Alex Baptiste","Success",16660,"spieler","Alex Baptiste","31/01/1986",39,"Sutton-in-Ashfield","1,80 m","England","Defender - Centre-Back","right",NA,"Without Club","1/1/2023","-",NA,1,198,33,"No",NA,NA,1,"first scrap players transfer",16660,"Alex Baptiste",NA,"31-Jan-86",NA,180,NA,"DF (CB-FB, right)","Right","2002-2003","16 years","Mansfield Town",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,548,46757,25,21,11,"Alex Baptiste","No","Not found",NA,548,46757,25,"Defender - Centre-Back","Defender",39,NA,NA,17
31,"Phil Bardsley","sct SCO","DF","Sunderland",25,1985-06-28,34,32,2820,31.3,3,1,4,3,0,0,5,0,0.1,0.03,0.13,0.1,0.13,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15773,"https://www.transfermarkt.com/phil-bardsley/profil/spieler/15773","https://fbref.com/en/players/1ae30132/Phil-Bardsley","Phil Bardsley",15773,"31/01/2004","18 years 07 months 03 days","18","Jupiler Pro League","18/03/2006","20","20","Championship",18,"first scrap players","Phil Bardsley","Success",15773,"spieler","Phil Bardsley","28/06/1985",40,"Salford","1,80 m","Scotland  England","Defender - Right-Back","right",NA,"Stockport","1/7/2023","-",NA,14,285,42,"Yes","1/7/2023",NA,8,"first scrap players transfer",15773,"Phil Bardsley",NA,"28-Jun-85",NA,180,"Scotland sct  Other: England","DF (FB, right)","Right","2003-2004","18 years","Antwerp",2003,"first scrap players fbref","Yes","Phil Bardsley",6,438,0,2,366,29501,10,19,9,"Phil Bardsley","No","Not found",NA,372,29939,10,"Defender - Right-Back","Defender",40,2023-07-01,38,20
32,"Giles Barnes","jm JAM","FW,MF","West Brom",21,1988-08-05,14,1,318,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37236,"https://www.transfermarkt.com/giles-barnes/profil/spieler/37236","https://fbref.com/en/players/e663724a/Giles-Barnes","Giles Barnes",37236,"22/09/2007","19 years 01 month 17 days","19","Premier League","11/9/2005","17","17","Championship",17,"first scrap players","Giles Barnes","Success",37236,"spieler","Giles Barnes","5/8/1988",37,"Barking","1,83 m","Jamaica  England","Attack - Centre-Forward","right",NA,"Hyderabad FC","1/7/2020","-",NA,6,167,29,"Yes","1/7/2020",NA,4,"first scrap players transfer",37236,"Giles Barnes",NA,"5-Aug-88",NA,188,"Jamaica jm  Other: England","FW-MF (AM)","Both","2005-2006","16 years","Derby County",2005,"first scrap players fbref","Yes","Giles Barnes",13,1101,3,3,319,21970,47,16,9,"Giles Barnes","No","Not found",NA,332,23071,50,"Attack - Centre-Forward","Attack",37,2020-07-01,31,14
33,"Pablo Barrera","mx MEX","FW,MF","West Ham",23,1987-06-21,14,6,745,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51079,"https://www.transfermarkt.com/pablo-barrera/profil/spieler/51079","https://fbref.com/en/players/ff70b131/Pablo-Barrera","Pablo Barrera",51079,"11/3/2007","19 years 08 months 18 days","19","Liga MX Clausura","4/2/2007","19","19","Liga de Expansión MX Clausura",19,"first scrap players","Pablo Barrera","Success",51079,"spieler","Pablo Barrera","21/06/1987",38,"Tlalnepantla","1,75 m","Mexico","Attack - Right Winger","right",NA,"Querétaro FC","5/7/2021","31/12/2025",NA,1,184,34,"No",NA,8,1,"first scrap players transfer",51079,"Pablo Barrera",NA,"June 21, 1987 (Age: 38-157d)","Tlalnepantla de Baz, Estado de México, Mexico",175,"Mexico","FW-MF (AM-WM, right)","Right","2005-2006","18 years","UNAM",2005,"first scrap players fbref","Yes","Pablo Barrera",12,529,0,3,473,32426,57,23,7,"Pablo Barrera","No","Not found",NA,485,32955,57,"Attack - Right Winger","Attack",38,NA,NA,19
34,"Gareth Barry","eng ENG","MF","Manchester City",29,1981-02-23,33,31,2702,30,2,2,4,2,0,0,8,0,0.07,0.07,0.13,0.07,0.13,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3291,"https://www.transfermarkt.com/gareth-barry/profil/spieler/3291","https://fbref.com/en/players/7dbbe367/Gareth-Barry","Gareth Barry",3291,"2/5/1998","17 years 02 months 09 days","17","Premier League","18/08/2018","37","37","Championship",17,"first scrap players","Gareth Barry","Success",3291,"spieler","Gareth Barry","23/02/1981",44,"Hastings","1,84 m","England","Midfield - Defensive Midfield","left",NA,"Hurstpierpoint","22/07/2024","-",NA,3,126,21,"No",NA,NA,2,"first scrap players transfer",3291,"Gareth Barry",NA,"23-Feb-81",NA,183,"England eng","MF (CM-DM)","Left","1997-1998","16 years","Aston Villa",1997,"first scrap players fbref","Yes","Gareth Barry",22,1872,1,4,733,60048,56,23,4,"Gareth Barry","No","Not found",NA,755,61920,57,"Midfield - Defensive Midfield","Midfield",44,NA,NA,27
35,"Joey Barton","eng ENG","MF","Newcastle Utd",27,1982-09-02,32,32,2877,32,4,9,13,2,2,2,7,0,0.13,0.28,0.41,0.06,0.34,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3292,"https://www.transfermarkt.com/joey-barton/profil/spieler/3292","https://fbref.com/en/players/93bfa675/Joey-Barton","Joey Barton",3292,"5/4/2003","20 years 07 months 03 days","20","Premier League","8/8/2009","26","26","Championship",20,"first scrap players","Joey Barton","Success",3292,"spieler","Joey Barton","2/9/1982",43,"Huyton","1,80 m","England","Midfield - Central Midfield","right",NA,"Burnley","1/7/2017","-","Nike",3,125,19,"Yes","1/7/2017",NA,2,"first scrap players transfer",3292,"Joey Barton",NA,"2-Sep-82",NA,180,"England eng","MF (CM)","Right","2002-2003","19 years","Manchester City",2002,"first scrap players fbref","No",NA,NA,NA,NA,NA,400,32524,34,15,6,"Joey Barton","No","Not found",NA,400,32524,34,"Midfield - Central Midfield","Midfield",43,2017-07-01,34,14
36,"Chris Basham","eng ENG","DF,MF","Blackpool",22,1988-07-20,2,1,121,1.3,0,1,1,0,0,0,1,0,0,0.74,0.74,0,0.74,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52495,"https://www.transfermarkt.com/chris-basham/profil/spieler/52495","https://fbref.com/en/players/1aa84968/Chris-Basham","Chris Basham",52495,"29/11/2008","20 years 04 months 09 days","20","Premier League","5/8/2011","23","23","Championship",20,"first scrap players","Chris Basham","Success",52495,"spieler","Chris Basham","20/07/1988",37,"Hebburn","1,90 m","England","Defender - Centre-Back","right",NA,"Sheff Utd","28/08/2024","-",NA,5,500,57,"Yes","28/08/2024",NA,4,"first scrap players transfer",52495,"Chris Basham",NA,"20-Jul-88",NA,185,NA,"DF-MF (CB, right)","Right","2006-2007","18 years","Stafford Rangers",2006,"first scrap players fbref","No",NA,NA,NA,NA,NA,505,38799,20,18,5,"Chris Basham","No","Not found",NA,505,38799,20,"Defender - Centre-Back","Defender",37,2024-08-28,36,16
37,"Sébastien Bassong","cm CMR","DF","Tottenham",24,1986-07-09,12,7,828,9.2,1,0,1,1,0,0,0,0,0.11,0,0.11,0.11,0.11,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33951,"https://www.transfermarkt.com/sbastien-bassong/profil/spieler/33951","https://fbref.com/en/players/0d521662/Sebastien-Bassong","Sébastien Bassong",33951,"20/08/2005","19 years 01 month 11 days","19","Ligue 1","29/07/2006","20","20","Ligue 2",19,"first scrap players","Sébastien Bassong","Success",33951,"spieler","Sébastien Bassong","9/7/1986",39,"Paris","1,87 m","Cameroon  France","Defender - Centre-Back","left",NA,"Volos NPS","1/1/2020","-",NA,1,8,3,"Yes","1/1/2020",NA,1,"first scrap players transfer",33951,"Sébastien Bassong",NA,"9-Jul-86",NA,188,"Cameroon cm  Other: France","DF","Left","2005-2006","19 years","Metz",2005,"first scrap players fbref","Yes","Sébastien Bassong",3,228,0,5,277,22624,7,13,8,"Sébastien Bassong","No","Not found",NA,280,22852,7,"Defender - Centre-Back","Defender",39,2020-01-01,33,14
38,"Jose Baxter","eng ENG","FW,MF","Everton",18,1992-02-07,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82734,"https://www.transfermarkt.com/jose-baxter/profil/spieler/82734","https://fbref.com/en/players/185990eb/Jose-Baxter","Jose Baxter",82734,"16/08/2008","16 years 06 months 09 days","16","Premier League","8/3/2020","28","28","USL Championship",16,"first scrap players","Jose Baxter","Success",82734,"spieler","Jose Baxter","7/2/1992",33,"Bootle","1,79 m","England","Midfield - Attacking Midfield","right",NA,"Memphis 901","8/8/2021","-",NA,0,0,0,"Yes","8/8/2021",NA,0,"first scrap players transfer",82734,"Jose Baxter",NA,"7-Feb-92",NA,180,"England eng","FW-MF (AM)","Right","2008-2009","16 years","Everton",2008,"first scrap players fbref","No",NA,NA,NA,NA,NA,235,15037,47,12,6,"Jose Baxter","No","Not found",NA,235,15037,47,"Midfield - Attacking Midfield","Attack",33,2021-08-08,29,13
39,"James Beattie","eng ENG","FW","Blackpool",32,1978-02-27,9,5,433,4.8,0,3,3,0,0,0,0,0,0,0.62,0.62,0,0.62,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112,"https://www.transfermarkt.com/james-beattie/profil/spieler/3112","https://fbref.com/en/players/7c881089/James-Beattie","James Beattie",3112,"12/10/1996","18 years 07 months 15 days","18","Premier League","11/8/2007","29","29","Championship",18,"first scrap players","James Beattie","Success",3112,"spieler","James Beattie","27/02/1978",47,"Lancaster","1,85 m","England","Attack - Centre-Forward","right",NA,"Accrington","1/7/2013","-",NA,2,93,17,"Yes","1/7/2013",NA,2,"first scrap players transfer",3112,"James Beattie",NA,"27-Feb-78",NA,185,"England eng","FW",NA,"1996-1997","18 years","Blackburn",1996,"first scrap players fbref","No",NA,NA,NA,NA,NA,448,29108,131,17,8,"James Beattie","No","Not found",NA,448,29108,131,"Attack - Centre-Forward","Attack",47,2013-07-01,35,17
40,"Jean Beausejour","cl CHI","DF,FW","Birmingham City",26,1984-06-01,17,9,895,9.9,2,0,2,2,0,0,0,0,0.2,0,0.2,0.2,0.2,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18871,"https://www.transfermarkt.com/jean-beausejour/profil/spieler/18871","https://fbref.com/en/players/c8404849/Jean-Beausejour","Jean Beausejour",18871,"18/02/2002","17 years 08 months 17 days","17","","6/8/2011","27","27","Championship",17,"first scrap players","Jean Beausejour","Success",18871,"spieler","Jean Beausejour","1/6/1984",41,"Santiago de Chile","1,78 m","Chile  Haiti","Defender - Left-Back","left",NA,"Coquimbo Unido","28/01/2022","-",NA,17,374,58,"Yes","28/01/2022",NA,8,"first scrap players transfer",18871,"Jean Beausejour",NA,"1-Jun-84",NA,178,"Chile","DF-FW-MF (FB-WM, left)","Left","2004-2005","20 years","Servette",2004,"first scrap players fbref","Yes","Jean Beausejour",41,3079,2,9,347,27807,18,16,6,"Jean Beausejour","No","Not found",NA,388,30886,20,"Defender - Left-Back","Defender",41,2022-01-28,37,20
41,"Bebé","cv CPV","FW,MF","Manchester Utd",20,1990-07-12,2,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153427,"https://www.transfermarkt.com/bebe/profil/spieler/153427","https://fbref.com/en/players/d8712bf9/Bebe","Bebé",153427,"2/10/2010","20 years 02 months 20 days","20","Premier League","2/2/2018","27 years 06 months 21 days","27","Segunda División",20,"players corrected","Bebé","Success",153427,"spieler","Bebé","12/7/1990",35,"Lisboa","1,90 m","Cape Verde  Portugal","Attack - Left Winger","right",NA,"UD Ibiza","1/2/2025","30/06/2026",NA,3,601,92,"No",NA,7,3,"players corrected transfer

",26541,"Bebé",NA,"July 12, 1990 (Age: 35-136d)","Cacém, Portugal",190,"Cape Verde cv  Other: Portugal","FW-MF (AM-WM)","Right","2010-2011","20 years","Manchester Utd",2010,"first scrap players fbref","Yes","Bebé",22,1244,5,4,334,17700,44,16,11,"Bebé","No","Not found",NA,356,18944,49,"Attack - Left Winger","Attack",35,NA,NA,15
42,"Jermaine Beckford","jm JAM","FW","Everton",26,1983-12-09,32,14,1327,14.7,8,2,10,8,0,0,3,0,0.54,0.14,0.68,0.54,0.68,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38874,"https://www.transfermarkt.com/jermaine-beckford/profil/spieler/38874","https://fbref.com/en/players/393303c7/Jermaine-Beckford","Jermaine Beckford",38874,"14/08/2010","26 years 08 months 05 days","26","Premier League","21/03/2006","22","22","Championship",22,"first scrap players","Jermaine Beckford","Success",38874,"spieler","Jermaine Beckford","9/12/1983",41,"London","1,88 m","Jamaica  England","Attack - Centre-Forward","right",NA,"Bury","1/9/2019","-",NA,1,186,34,"Yes","1/9/2019",NA,1,"first scrap players transfer",38874,"Jermaine Beckford",NA,"9-Dec-83",NA,188,"Jamaica jm  Other: England","FW","Right","2005-2006","21 years","Leeds United",2005,"first scrap players fbref","Yes","Jermaine Beckford",6,309,1,1,366,23948,137,14,9,"Jermaine Beckford","No","Not found",NA,372,24257,138,"Attack - Centre-Forward","Attack",42,2019-09-01,35,13
43,"Roman Bednář","cz CZE","FW","West Brom",27,1983-03-26,4,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26898,"https://www.transfermarkt.com/roman-bedn/profil/spieler/26898","https://fbref.com/en/players/a6979454/Roman-Bednar","Roman Bednář",26898,"9/8/2004","21 years 04 months 14 days","21","Fortuna Liga","3/11/2007","24","24","Championship",21,"first scrap players","Roman Bednář","Success",26898,"spieler","Roman Bednar","26/03/1983",42,"Praha","1,88 m","Czech Republic","Attack - Centre-Forward","right",NA,"Hovorcovice","14/09/2023","-",NA,2,45,7,"No",NA,NA,1,"first scrap players transfer",26898,"Roman Bednář",NA,"26-Mar-83",NA,191,"Czech Republic","FW",NA,"2005-2006","22 years","Hearts",2005,"first scrap players fbref","Yes","Roman Bednář",4,76,0,2,231,12828,64,11,7,"Roman Bednář","No","Not found",NA,235,12904,64,"Attack - Centre-Forward","Attack",42,NA,NA,21
44,"Asmir Begović","ba BIH","GK","Stoke City",23,1987-06-20,28,28,2520,28,0,0,0,0,0,0,3,0,0,0,0,0,0,"Matches","2010-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33873,"https://www.transfermarkt.com/asmir-begovi/profil/spieler/33873","https://fbref.com/en/players/7b4de647/Asmir-Begovic","Asmir Begović",33873,"21/09/2005","18 years 03 months 01 day","18","Jupiler Pro League","17/10/2009","22","22","Championship",18,"first scrap players","Asmir Begović","Success",33873,"spieler","Asmir Begovic","20/06/1987",38,"Trebinje","1,99 m","Bosnia-Herzegovina  Canada","Goalkeeper","right",NA,"Leicester","29/07/2025","30/06/2026","AB1",3,45,10,"No",NA,31,3,"first scrap players transfer",33873,"Asmir Begović",NA,"June 20, 1987 (Age: 38-158d)","Trebinje, Bosnia and Herzegovina",199,"Bosnia and Herzegovina ba  Other: Canada","GK","Right","2005-2006","18 years","La Louvière",2005,"first scrap players fbref","Yes","Asmir Begović",50,4202,0,10,422,37583,0,20,13,"Asmir Begović","No","Not found",NA,472,41785,0,"Goalkeeper","Goalkeeper",38,NA,NA,20
